school,other,ticket_sales,year,total_revenues,student_fees,contributions,rights_and_licensing,school_funds
Tennessee-Chattanooga,1192768,796382,2014,16046057,4908215,1424438,964481,6759773
Tennessee-Chattanooga,963045,669863,2013,14779261,5180578,1169140,926218,5870417
Tennessee-Chattanooga,1218918,712167,2012,15110268,4127743,1158598,840164,7052678
Tennessee-Chattanooga,1065940,637888,2011,13772577,3070180,957764,927547,7113258
Tennessee-Chattanooga,1020099,614169,2010,13115269,3033232,1017515,987374,6442880
Tennessee-Chattanooga,1972761,537453,2009,14011719,2850650,1369228,658956,6622671
Tennessee-Chattanooga,1105749,625354,2008,12125534,2778699,1157475,748144,5710113
Tennessee-Chattanooga,831663,387962,2007,11045444,2567646,1278284,643564,5336325
Tennessee-Chattanooga,1216314,409929,2006,10992234,2265745,1513621,513042,5073583
Tennessee-Chattanooga,1323754,510149,2005,10070959,1425124,1538770,656440,4616722
Stephen F. Austin,902212,265441,2014,15697105,1281000,394792,769923,12083737
Stephen F. Austin,755698,248624,2013,13534926,1281000,360114,935869,9953621
Stephen F. Austin,710835,267140,2012,12958054,1281000,461484,1002994,9234601
Stephen F. Austin,760267,313999,2011,14366377,1281000,599087,801832,10610192
Stephen F. Austin,601030,280269,2010,13734509,1281000,475530,706683,10389997
Stephen F. Austin,546880,209675,2009,12306343,1294747,942399,714887,8597755
Stephen F. Austin,333125,249138,2008,12079805,1281000,497251,720120,8999171
Stephen F. Austin,731086,243806,2007,11783473,1281000,702180,500208,8325193
Stephen F. Austin,177508,224356,2006,11662043,1304000,470930,321587,9163662
Stephen F. Austin,251016,225738,2005,8638645,1304000,425793,291504,6140594
South Dakota State,1070550,1454928,2014,15617366,2516172,1162505,3422470,5990741
South Dakota State,1067987,1641507,2013,15148816,2495174,1442023,3312074,5190051
South Dakota State,993017,1324899,2012,14104922,2288528,1117478,2792716,5588284
South Dakota State,986101,914239,2011,13075613,2310914,956129,2457379,5450851
South Dakota State,1151452,940546,2010,12181844,2368560,1035493,1745862,4939931
South Dakota State,1062472,878480,2009,10747398,2413791,959719,1644689,3788247
South Dakota State,408714,880833,2008,10664099,2481800,1016400,1583402,4292950
South Dakota State,547308,643478,2007,8410417,1940384,658294,2283018,2337935
South Dakota State,656716,565698,2006,7540170,1564546,943053,965205,2844952
South Dakota State,669838,439576,2005,5780827,1315989,470180,543703,2341541
California-Santa Barbara,1044037,315918,2014,15588782,9941009,1032436,749303,2506079
California-Santa Barbara,579560,358004,2013,14378732,6450567,1050897,370307,5569397
California-Santa Barbara,456878,350898,2012,14351173,9193337,1060233,790641,2499186
California-Santa Barbara,443808,268235,2011,14373208,6183656,1182234,994351,5300924
California-Santa Barbara,607721,256793,2010,13421969,8534024,1023013,787415,2213003
California-Santa Barbara,646510,342990,2009,13968071,6857405,699614,657409,4764143
California-Santa Barbara,688576,247635,2008,12727484,7387952,1099568,634325,2669428
California-Santa Barbara,639433,345773,2007,13270470,1402701,1497796,672670,8712097
California-Santa Barbara,568641,259787,2006,10384286,1079041,1039441,406033,7031343
California-Santa Barbara,642189,281521,2005,11520594,5701494,1177733,756687,2960970
Binghamton,771974,298249,2014,15566967,6381891,447374,1779876,5887603
Binghamton,555617,300136,2013,14254734,5733711,347147,1650762,5667361
Binghamton,594113,347468,2012,13727473,5330672,593634,1555434,5306152
Binghamton,496150,401556,2011,13586597,5134149,450904,1549354,5554484
Binghamton,718775,416198,2010,13169356,4907205,371532,1546213,5209433
Binghamton,728075,409199,2009,18855686,4698848,490788,1313032,11215744
Binghamton,506234,419956,2008,17370334,4372409,335259,1259633,10476843
Binghamton,629766,294383,2007,16588730,4142272,572059,973110,9977140
Binghamton,689748,258025,2006,14218404,3810357,482979,944389,8032906
Binghamton,668819,229369,2005,13325442,3597227,508101,871930,7449996
California-Riverside,863045,32916,2014,15484936,4830946,317115,483009,8957905
California-Riverside,867391,88233,2013,15829265,5008523,249521,554737,9060860
California-Riverside,715402,102240,2012,14635119,4493253,348185,476724,8499315
California-Riverside,837806,96322,2011,13891283,3393072,623561,461010,8479512
California-Riverside,838023,97986,2010,13613772,3211352,578198,537571,8350642
California-Riverside,822718,75822,2009,12678346,3419027,208189,501431,7651159
California-Riverside,817945,59947,2008,12051497,2994916,261771,378622,7538296
California-Riverside,666749,94275,2007,10267404,2961341,393180,538437,5613422
California-Riverside,500988,97833,2006,9714548,2983953,418748,636150,5076876
California-Riverside,525094,105771,2005,7016883,2683619,476674,368759,2856966
Northern Arizona,1082870,398567,2014,15235528,0,373568,1424136,11956387
Northern Arizona,1144063,338221,2013,12834870,0,576563,1255672,9520351
Northern Arizona,923130,235261,2012,11556217,0,633150,1125106,8639570
Northern Arizona,925665,189824,2011,10681513,0,164484,1028274,8373266
Northern Arizona,1349063,213410,2010,10484489,0,200133,1086623,7635260
Northern Arizona,869747,234567,2009,10195290,0,202964,969579,7918433
Northern Arizona,1021484,258604,2008,11216103,0,136652,906193,8893170
Northern Arizona,1201465,222217,2007,10405205,0,293123,968089,7720311
Northern Arizona,807602,246874,2006,9661375,0,391063,1137933,7077903
Northern Arizona,462543,162104,2005,7965468,0,305732,787005,6248084
Missouri State,1847358,1252044,2014,15105167,0,1808141,1232094,8965530
Missouri State,2385165,1312173,2013,15495062,0,1322552,2023470,8451702
Missouri State,4007030,1577657,2012,13761264,0,1435366,1630922,5110289
Missouri State,3220718,1614687,2011,13829559,0,1914237,2102128,4977789
Missouri State,3777101,1650667,2010,14317804,0,1303267,2023520,5563249
Missouri State,1404550,1956649,2009,13813551,0,3259293,2080656,5112403
Missouri State,2392242,1987939,2008,13889382,0,2201024,2096657,5211520
Missouri State,1634829,2143581,2007,13142418,0,2135493,1965773,5262742
Missouri State,1458155,1994239,2006,12422186,0,1888323,2008421,5073048
Missouri State,1615709,1814467,2005,11928300,0,2227771,1759714,4510639
Sam Houston State,1136096,549529,2014,14892104,7811718,1132140,1445192,2817429
Sam Houston State,2048284,375302,2013,14688326,7375012,1009105,1304513,2576110
Sam Houston State,1549762,413968,2012,12854848,6858373,449029,1256301,2327415
Sam Houston State,1169201,301004,2011,11196466,5922167,267061,930982,2606051
Sam Houston State,852107,232821,2010,10194320,5380408,253372,871916,2603696
Sam Houston State,944943,209077,2009,8427927,3513259,184139,804405,2772104
Sam Houston State,930590,262321,2008,7946924,3724119,311143,787037,1931714
Sam Houston State,1201567,205021,2007,7872894,3518901,655544,731861,1560000
Sam Houston State,914174,162821,2006,6353187,2980420,255986,479786,1560000
Sam Houston State,562721,155243,2005,6180659,3010009,426476,466210,1560000
South Dakota,1340636,491217,2014,14879307,1540890,1467844,881977,9156743
South Dakota,1568388,477744,2013,11026009,1350568,919543,762607,5947159
South Dakota,1631818,278912,2012,10119428,1088795,1118722,508735,5492446
South Dakota,1560086,241424,2011,8964301,1011683,975330,622269,4553509
South Dakota,965712,207510,2010,7650431,990849,880944,499592,4105824
South Dakota,987300,223977,2009,7162809,846051,862356,626508,3616617
South Dakota,752130,247050,2008,6350875,850791,693589,721883,3085432
South Dakota,804210,222480,2007,5800978,768610,454332,633002,2918344
South Dakota,709832,209145,2006,5082109,670639,475152,549244,2468097
South Dakota,685379,170225,2005,4837106,604313,425883,416040,2535266
Central Connecticut,640910,66384,2014,14731018,0,409002,655339,12959383
Central Connecticut,407236,64950,2013,14433587,0,962362,581153,12417886
Central Connecticut,444253,60291,2012,13478548,0,644560,489133,11840311
Central Connecticut,993385,70840,2011,13509358,0,509934,285041,11650158
Central Connecticut,585206,52469,2010,12275725,0,326357,362488,10949205
Central Connecticut,-84903,91993,2009,11223302,0,327975,205439,10682798
Central Connecticut,341566,86885,2008,11207622,0,334884,214529,10229758
Central Connecticut,304551,70957,2007,8812874,0,264101,356495,7816770
Central Connecticut,346610,58525,2006,9294234,0,260475,307992,8320632
Central Connecticut,231359,61984,2005,7338763,0,278822,420420,6346178
North Carolina Greensboro,699056,259634,2014,14646547,8750371,758905,1068581,3110000
North Carolina Greensboro,490691,173539,2013,14672177,8662026,667631,1004283,3674007
North Carolina Greensboro,643849,113781,2012,13820004,8086207,662170,960476,3353521
North Carolina Greensboro,472047,528337,2011,13018314,7456167,490816,916107,3154840
North Carolina Greensboro,690841,28524,2010,11694292,6968456,395370,859437,2751664
North Carolina Greensboro,925537,64257,2009,10890311,6407388,573689,659284,2260156
North Carolina Greensboro,1093776,113624,2008,9985616,5800998,322038,521467,2133713
North Carolina Greensboro,1206875,73410,2007,9463070,5503513,273944,442506,1962822
North Carolina Greensboro,1162663,81694,2006,8465307,4778966,289611,420921,1731452
North Carolina Greensboro,1179603,65414,2005,7951158,4413225,251831,420040,1621045
Tennessee Tech,1420806,306382,2014,14562733,4292050,385941,1269706,6887848
Tennessee Tech,1383309,309298,2013,14490902,4161704,650340,1343074,6643177
Tennessee Tech,1155713,352101,2012,13212540,3610023,396347,1375273,6323083
Tennessee Tech,1131353,288506,2011,10700535,3016720,451309,791319,5021328
Tennessee Tech,1205122,264080,2010,9488436,2458325,304789,702875,4553245
Tennessee Tech,832866,343322,2009,9649257,2380995,704549,988095,4399430
Tennessee Tech,719904,370712,2008,9090809,2325284,442106,839303,4393500
Tennessee Tech,413004,322306,2007,7542889,1349300,209077,759475,4489727
Tennessee Tech,316364,328131,2006,7570080,1301499,1109218,567380,3947488
Tennessee Tech,327500,298806,2005,6225971,894683,273828,545554,3885600
Florida Gulf Coast,560023,1020820,2014,14434002,6005242,2035446,926162,3886309
Florida Gulf Coast,783469,616702,2013,12118558,5471290,875942,1026607,3344548
Florida Gulf Coast,928714,378503,2012,10960781,5160455,571484,937186,2984439
Florida Gulf Coast,779818,272080,2011,9669612,4700305,339254,765742,2812413
Florida Gulf Coast,825314,180277,2010,8519994,4256446,470819,700800,2086338
Florida Gulf Coast,561430,129754,2009,7494268,3905218,352971,632800,1912095
Florida Gulf Coast,474140,125984,2008,6591895,3312344,484398,602118,1592911
Florida Gulf Coast,311609,115536,2007,5961374,2489538,1977471,237356,829864
Florida Gulf Coast,292036,102011,2006,4504163,2455044,1291336,73736,290000
Florida Gulf Coast,164999,118871,2005,3373616,1529134,1110974,178224,271414
Maryland-Baltimore Cty,796482,51189,2014,14413451,9422360,191875,783737,3167808
Maryland-Baltimore Cty,906812,38661,2013,15583672,8907158,206730,631309,4893002
Maryland-Baltimore Cty,756341,51719,2012,14839723,8254509,144803,708696,4923655
Maryland-Baltimore Cty,922611,41413,2011,13417530,7684365,113407,679868,3975866
Maryland-Baltimore Cty,832913,49319,2010,12598156,7148219,87874,600176,3879655
Maryland-Baltimore Cty,1242633,84550,2009,12205120,6598064,203851,654604,3421418
Maryland-Baltimore Cty,984818,124659,2008,10902634,6138519,125137,743628,2785873
Maryland-Baltimore Cty,625770,46959,2007,8923328,5904962,96155,552209,1697273
Maryland-Baltimore Cty,895396,35913,2006,8716271,5527826,78277,510012,1668847
Maryland-Baltimore Cty,777701,26780,2005,8035863,5191591,64178,519485,1456128
Youngstown State,1592376,539682,2014,14385066,0,859225,1307862,10085921
Youngstown State,1385953,512844,2013,13632988,0,543188,1205633,9985370
Youngstown State,1461723,461009,2012,12546718,0,778471,1245588,8599927
Youngstown State,1195111,467454,2011,12468802,0,679264,1121140,9005833
Youngstown State,1100988,401986,2010,11842751,0,842967,1047464,8449346
Youngstown State,1482403,499775,2009,10921798,0,770005,1005359,7164256
Youngstown State,1433083,621998,2008,9942610,0,726607,990680,6170242
Youngstown State,1080393,842289,2007,9814254,0,761442,917348,6212782
Youngstown State,911620,535601,2006,9305768,0,745628,717317,6395602
Youngstown State,467020,558260,2005,8654941,5354400,678428,804603,792230
Citadel,1123676,854319,2014,14144606,5631796,1806774,1032602,3695439
Citadel,759400,750603,2013,13393117,5468649,1612147,1011851,3790467
Citadel,664212,862626,2012,12843289,5100245,1454642,939365,3822199
Citadel,832256,775976,2011,12515948,5034392,1554964,958536,3359824
Citadel,864840,884413,2010,11872359,4398472,1578197,938367,3208070
Citadel,1008445,983303,2009,11379565,4081175,1378349,809120,3119173
Citadel,655734,854835,2008,10856196,3493399,1259148,798455,3794625
Citadel,1056375,691441,2007,10166819,3283578,1295282,870734,2969409
Citadel,919614,571017,2006,9019704,3121136,1009617,617520,2780800
Citadel,938441,465351,2005,8323577,2680800,987382,245027,3006576
Alabama State,699575,1401730,2014,14070309,0,147985,1070664,10750355
Alabama State,256342,797323,2013,14145373,0,84398,832640,12174670
Alabama State,573556,711799,2012,11718348,0,84398,991438,9357157
Alabama State,747021,729521,2011,10614081,0,91653,960982,8084904
Alabama State,369273,760745,2010,9046867,0,109506,887590,6919753
Alabama State,417588,688037,2009,8455982,0,45512,1049715,6255130
Alabama State,444111,811068,2008,7194226,0,79008,500110,5359929
Alabama State,201765,1004738,2007,6048175,0,0,29640,4812032
Alabama State,150000,812105,2006,5663446,0,153054,56156,4492131
Alabama State,117000,1036225,2005,5814525,0,407234,137000,4117066
Indiana State,1283495,579276,2014,13847014,8275953,878854,1029592,1799844
Indiana State,790542,599127,2013,12761811,7671177,754198,1099340,1847427
Indiana State,845873,642615,2012,13099525,7271934,915214,1073854,2350035
Indiana State,929407,529670,2011,11726781,5780135,724196,1239824,2523549
Indiana State,594746,484160,2010,10582331,5586063,872680,1022955,2021727
Indiana State,823178,404149,2009,11041403,5247776,766471,1094521,2705308
Indiana State,648577,428053,2008,10641120,4780276,902143,935321,2946750
Indiana State,663011,565141,2007,9495191,4383142,703081,673375,2507441
Indiana State,586475,617349,2006,9293082,4383142,567875,886149,2252092
Indiana State,888118,500221,2005,8765675,4011802,742000,722429,1901105
Nebraska-Omaha,701513,2057133,2014,13693874,1285944,1055911,635676,7957697
Nebraska-Omaha,896464,1828066,2013,12702133,1224433,1330379,715252,6707539
Jacksonville State,2090901,759621,2014,13430960,0,860054,879349,8841035
Jacksonville State,1491993,953012,2013,13354125,0,941171,785789,9182160
Jacksonville State,1377072,196889,2012,12261404,0,741379,733378,9212686
Jacksonville State,1053321,421081,2011,12154751,0,335701,623312,9721336
Jacksonville State,1214676,247662,2010,10141416,0,192560,529430,7957088
Jacksonville State,1690637,153248,2009,9968292,0,0,471345,7653062
Jacksonville State,1079001,183791,2008,9468579,0,0,458860,7746927
Jacksonville State,788088,163337,2007,9459970,0,714891,323802,7469852
Portland State,1677547,250586,2014,13402378,3702909,589178,843370,6338788
Portland State,1954867,246381,2013,13408148,3786759,555267,991700,5873174
Portland State,1932455,269187,2012,12978073,3906150,332689,921731,5615861
Portland State,1140834,253044,2011,11413812,3337086,502254,883159,5297435
Portland State,597873,255945,2010,10488181,3181510,796857,880941,4775055
Portland State,631934,425877,2009,10222575,3116382,904556,781557,4362269
Portland State,502267,422488,2008,9887680,2826954,1206447,853753,4075771
Portland State,1281475,327795,2007,9774727,2591591,1507320,675303,3391243
Portland State,555470,110405,2006,8240418,2538115,665298,493286,3877844
Portland State,385798,288754,2005,7996885,2338867,746651,718488,3518327
Weber State,1521932,508888,2014,13377335,2009728,863355,1599673,6873759
Weber State,1407906,491164,2013,12340926,1913362,759998,1487198,6281298
Weber State,1327137,609424,2012,11562167,1808000,859967,963174,5994465
Weber State,1388662,513133,2011,11039339,1703999,1111762,895383,5426400
Weber State,1082925,509328,2010,10430753,1600099,820763,940937,5476701
Weber State,918930,387081,2009,9890448,1510093,845703,876992,5351649
Weber State,828623,384229,2008,8914575,1442362,778265,521038,4960058
Weber State,808732,399429,2007,8296628,1375891,722229,549196,4441151
Weber State,835421,363263,2006,8045302,1301500,694196,521483,4329439
Weber State,650300,315211,2005,6937951,1229100,699330,552510,3491500
California State-Bakersfield,1554285,151281,2014,13357571,3362558,1718824,1015630,5554993
California State-Bakersfield,1516391,157311,2013,11087482,2416692,1323467,666397,5007224
California State-Bakersfield,900024,157602,2012,8695709,2575998,1217367,389017,3455701
California State-Bakersfield,1318494,232743,2011,9496167,2364874,1881130,465714,3233212
California State-Bakersfield,1188797,208357,2010,7848034,1894729,1224379,400267,2931505
California State-Bakersfield,213197,224885,2009,8337716,2313783,1611987,539964,3433900
California State-Bakersfield,575104,207641,2008,8099165,2127595,891749,205481,4091595
California State-Bakersfield,1258023,204236,2007,10982315,1923220,3853102,239233,3504501
California State-Bakersfield,522332,200178,2006,8748079,1434393,3477380,224115,2889681
California State-Bakersfield,723498,178546,2005,5176698,552187,874845,186796,2660826
Northern Colorado,1139536,399271,2014,13339533,2020321,922389,1189522,7668494
Northern Colorado,1801023,349151,2013,12192974,1948424,465257,1196898,6432221
Northern Colorado,1791034,343603,2012,11079360,1912657,1025381,986429,5020256
Northern Colorado,1877340,417964,2011,11026779,1912657,1153311,1045883,4619624
Northern Colorado,1608088,348659,2010,10121053,1840864,979219,903372,4440851
Northern Colorado,1451194,271899,2009,9138175,1710482,974667,440303,4289630
Northern Colorado,1396999,231961,2008,8274919,1899715,1162765,231016,3352463
Northern Colorado,1013376,297858,2007,6823314,1441779,652982,341195,3076124
Northern Colorado,1154059,232736,2006,7217172,1176603,1650658,344096,2659020
Northern Colorado,766481,159435,2005,5557928,898251,806500,182411,2744850
Eastern Illinois,1231489,259134,2014,13275858,1653088,686885,1574099,7871163
Eastern Illinois,882779,125541,2013,13195645,1792866,865724,1751650,7777085
Eastern Illinois,937115,141106,2012,12898748,1928671,1147774,1414751,7329331
Eastern Illinois,939204,137654,2011,11747181,4351202,375919,1488154,4455048
Eastern Illinois,1054283,160345,2010,11939966,4389669,849766,1422948,4062955
Eastern Illinois,861826,125709,2009,11552472,4325608,745164,1231985,4262180
Eastern Illinois,754277,128785,2008,10765166,3870616,655443,1207112,4148933
Eastern Illinois,835192,122068,2007,10029148,3513408,912478,1064056,3581946
Eastern Illinois,755792,100290,2006,8646730,3262518,428286,978329,3121515
Eastern Illinois,630922,111621,2005,7935140,2879937,637527,858392,2816741
New Jersey Tech,505362,7418,2014,13136737,2283329,226851,497886,9615891
New Jersey Tech,495227,10508,2013,13479999,2214014,1228856,356348,9175046
New Jersey Tech,447540,9335,2012,11265150,1966684,312593,194526,8334472
New Jersey Tech,350400,5815,2011,10741051,1883993,346502,104173,8050168
New Jersey Tech,382830,7171,2010,10951594,1830347,313371,73153,8344722
New Jersey Tech,255879,6894,2009,9824068,1432574,490325,7662,7630734
New Jersey Tech,216078,11419,2008,8477523,1051903,371309,36605,6790209
New Jersey Tech,168576,5784,2007,6736660,774448,280294,22210,5485348
New Jersey Tech,119260,2898,2006,5553080,502977,347218,35419,4545308
New Jersey Tech,90500,680,2005,3412112,289663,167040,10285,2853944
Radford,371834,46771,2014,13100864,11237598,454949,989712,0
Radford,256915,38017,2013,12180124,10771012,233511,880669,0
Radford,380623,48602,2012,11733386,10296248,235930,771983,0
Radford,340263,44616,2011,11865169,9559089,1240703,680498,0
Radford,338351,94981,2010,10900928,9156992,679091,631513,0
Radford,234256,87922,2009,8763139,7811904,171084,456497,1476
Radford,258636,52264,2008,7390685,6412578,209533,457674,0
Radford,156124,5678,2007,6397840,5786653,168154,281231,0
Radford,120000,12110,2006,6305987,5632092,293683,248102,0
Radford,139199,6615,2005,5682050,5059467,211060,265709,0
Delaware State,986414,132435,2014,13063111,0,24010,507070,11413182
Delaware State,994230,67243,2013,13036497,0,103985,756857,11114182
Delaware State,519754,85276,2012,13008637,0,46165,973148,11384294
Delaware State,760786,81908,2011,12518866,0,100793,1053312,10522067
Delaware State,1146518,47515,2010,13718894,0,38383,802307,11684171
Delaware State,959445,136047,2009,13960101,0,51795,646299,12166515
Delaware State,829142,161208,2008,14534335,0,148705,564919,12830361
Delaware State,575012,176341,2007,17552691,0,43944,575647,16181747
Delaware State,458667,122191,2006,12059533,0,33293,466013,10979369
Delaware State,333398,112658,2005,1547636,0,60554,346070,694956
California State-Northridge,394426,81072,2014,13038310,3247945,448892,541703,8324272
California State-Northridge,574739,87605,2013,11484117,3624499,386385,424256,6386633
California State-Northridge,306185,61218,2012,10352586,2439613,297999,592379,6655192
California State-Northridge,379027,55808,2011,10856996,2800000,286040,606652,6729469
California State-Northridge,470487,64755,2010,9294294,1800000,378516,400643,6179893
California State-Northridge,309190,58323,2009,9474641,1453500,289118,450657,6913853
California State-Northridge,269427,93144,2008,9152951,1481101,289654,331967,6687658
California State-Northridge,147897,59664,2007,8196555,1471535,349871,233197,5934391
California State-Northridge,402090,74168,2006,8147265,1520000,438081,208576,5504350
California State-Northridge,96967,68245,2005,8153127,1561937,182707,548202,5695069
Eastern Kentucky,1018795,275869,2014,13033265,0,190952,1114833,10432816
Eastern Kentucky,820999,237505,2013,11938695,0,199692,1302475,9378024
Eastern Kentucky,801750,265641,2012,12954360,0,315755,1080327,10490887
Eastern Kentucky,748457,209486,2011,12435604,0,214095,1012015,10251551
Eastern Kentucky,889011,260241,2010,12309887,0,318558,985881,9856196
Eastern Kentucky,644808,294953,2009,11386447,78217,227750,962765,9177954
Eastern Kentucky,559876,247309,2008,11306748,2447688,351672,849505,6850698
Eastern Kentucky,693896,288942,2007,3931915,1855827,284109,809141,0
Eastern Kentucky,709974,279504,2006,9722932,1861892,302234,781456,5787872
Eastern Kentucky,853427,335465,2005,8633679,1820425,261149,695947,4667266
Massachusetts-Lowell,492700,533064,2014,12988025,0,651674,1018314,10292273
Massachusetts-Lowell,238738,489461,2013,10006953,0,551593,954932,7772229
Eastern Washington,1927894,344136,2014,12858386,2256000,726708,706641,6897007
Eastern Washington,1433084,375052,2013,11469560,2200000,618189,805386,6037849
Eastern Washington,1383512,161614,2012,11126014,2056020,663507,877491,5983870
Eastern Washington,1171163,426623,2011,10195530,1956021,548032,634962,5458729
Eastern Washington,1072274,128103,2010,9161127,1829586,327993,607835,5195336
Eastern Washington,1547739,226070,2009,8856933,1575445,312127,524191,4671361
Eastern Washington,1157527,185443,2008,7662254,1463218,498386,249087,4108593
Eastern Washington,1539959,495526,2007,8550320,1426488,408914,329159,4350274
Eastern Washington,872443,275590,2006,6676645,1324831,508126,506844,3188811
Eastern Washington,1375715,408526,2005,6746265,1231169,196522,429339,3104994
Wisconsin-Milwaukee,363573,217283,2014,12644969,5518966,542534,1360674,4641939
Wisconsin-Milwaukee,414167,221626,2013,13278301,6284747,589643,1229557,4538561
Wisconsin-Milwaukee,210737,368760,2012,10983909,4638456,327639,1146220,4292097
Wisconsin-Milwaukee,365619,276912,2011,11119166,4278243,439915,1272678,4485799
Wisconsin-Milwaukee,315617,243681,2010,9646845,4298446,436421,1251897,3100783
Wisconsin-Milwaukee,229794,279567,2009,8576028,3990449,534740,743497,2797981
Wisconsin-Milwaukee,202431,413064,2008,8528993,3887662,470706,787515,2767615
Wisconsin-Milwaukee,324169,347893,2007,8524862,3602140,565892,1000858,2683910
Wisconsin-Milwaukee,503563,444829,2006,9460041,3404240,646193,1610636,2850580
Wisconsin-Milwaukee,379683,426175,2005,9022918,3438920,517655,1188568,3071917
Winthrop,582776,129927,2014,12549290,5816385,346080,714838,4959284
Winthrop,616548,122718,2013,12453952,6243527,354062,745367,4371730
Winthrop,663165,104647,2012,11142191,5555431,380503,639251,3799194
Winthrop,693774,143734,2011,10785930,5062001,371296,772480,3742645
Winthrop,701616,190072,2010,11101962,5252466,333751,731084,3892973
Winthrop,280134,180275,2009,10428435,4888319,420471,620481,4038755
Winthrop,370761,252646,2008,11623631,4900042,1169071,610964,4320147
Winthrop,774310,344170,2007,10714523,4299364,975957,695808,3624914
Winthrop,597151,151074,2006,9201620,3929436,274421,582320,3667218
Winthrop,381135,138681,2005,6139398,3517493,223884,442753,1435452
VMI,1418699,252099,2014,12524224,3296242,6065560,805137,686487
VMI,1261319,263429,2013,11059752,3086186,4640574,643519,1164725
VMI,1085301,211102,2012,10856177,2956564,4786232,554533,1262445
VMI,1375671,219293,2011,10713809,2769337,5453282,581851,314375
VMI,912714,242861,2010,9598685,2440663,5272372,400659,329416
VMI,992698,256774,2009,10005211,2286575,5724662,458075,286427
VMI,735892,269423,2008,9646479,2088512,5933749,431903,187000
VMI,368399,211693,2007,8729312,1972415,5697346,296051,183408
VMI,352702,183044,2006,8015833,1841909,5221909,236719,179550
VMI,245769,121721,2005,7490795,1720687,4988147,236894,177577
Idaho State,1706164,243762,2014,12503225,2019527,1903470,1173541,5456761
Idaho State,1736820,239520,2013,11677809,2096674,1226527,1053786,5324482
Idaho State,1542890,326480,2012,11748464,2160685,992678,1494743,5230988
Idaho State,1564324,222452,2011,10845018,2149637,1073326,1131062,4704217
Idaho State,1804114,253108,2010,11056029,2191453,1060759,1178905,4567690
Idaho State,1123363,355892,2009,10445582,1980502,1091992,1143538,4750295
Idaho State,1051860,369954,2008,10132146,1805222,1309306,1182963,4412841
Idaho State,868499,328399,2007,9453116,1839156,1147140,1141826,4128096
Idaho State,502495,337668,2006,9185056,1862016,1359731,1064150,4058996
Idaho State,516277,303364,2005,7832647,1896971,363200,1027656,3725179
Florida A&M,1586869,668150,2014,12444254,4341253,434178,797474,4616330
Florida A&M,3317511,1148311,2013,12045099,4918746,169248,879215,1612068
Florida A&M,1046097,2289934,2012,10495584,5295382,657331,296356,910484
Florida A&M,1078585,2034405,2011,10148484,4907684,747198,443148,937464
Florida A&M,1190882,1792435,2010,9307649,4200774,769425,504653,849480
Florida A&M,1095592,1790378,2009,8237882,3510541,578487,429933,832951
Florida A&M,1355280,1843666,2008,8064338,2489517,783109,509090,1083676
Florida A&M,2678635,1609623,2007,9666152,3057534,0,823006,1497354
Florida A&M,1149040,1914302,2006,6964899,3082383,38293,780881,0
Florida A&M,2079309,2029263,2005,10886311,3374942,35227,1279144,2088426
California State-Fullerton,698762,492460,2014,12280700,2471382,884663,679580,7053853
California State-Fullerton,947234,451461,2013,11431787,2452740,485372,689881,6405099
California State-Fullerton,848719,358512,2012,10408792,2352108,500028,498603,5850822
California State-Fullerton,914147,366776,2011,10426564,2112247,928636,767300,5337458
California State-Fullerton,876174,400664,2010,9761434,2107403,701047,896009,4780137
California State-Fullerton,729943,431088,2009,9454240,2194906,237317,990773,4870213
California State-Fullerton,534039,409681,2008,9123708,2094104,263841,714110,5107933
California State-Fullerton,480716,459270,2007,9280725,1808212,335931,630160,5566436
California State-Fullerton,339944,396347,2006,8770990,1530265,584313,1111335,4808786
California State-Fullerton,413346,426712,2005,7701714,1496413,289524,898444,4177275
North Carolina Wilmington,903880,314094,2014,12268374,7637608,1203072,1053973,1155747
North Carolina Wilmington,847041,352009,2013,11508302,6423132,639596,1155782,2090742
North Carolina Wilmington,599012,378827,2012,11294923,6183823,1749584,1033913,1349764
North Carolina Wilmington,633265,457620,2011,10606962,6042810,645167,776079,2052021
North Carolina Wilmington,713174,395953,2010,9310022,5745947,913669,664397,876882
North Carolina Wilmington,520874,374859,2009,8715906,5452137,1010162,497223,860651
North Carolina Wilmington,459025,396072,2008,9405711,5129155,1781523,671780,968156
North Carolina Wilmington,402823,451965,2007,7834516,4930444,503723,623412,922149
North Carolina Wilmington,410347,406970,2006,7613999,4647887,862253,527567,758975
North Carolina Wilmington,735866,375373,2005,7111226,4489506,968789,322852,218840
Norfolk State,725382,488512,2014,12134980,9613812,423136,884138,0
Norfolk State,627965,408106,2013,12449812,10001421,381236,1031084,0
Norfolk State,514311,456745,2012,13206128,10023282,274469,601451,1335870
Norfolk State,708213,362097,2011,12126046,10027510,390229,602497,35500
Norfolk State,469150,495612,2010,12386976,9705909,270228,346089,1099988
Norfolk State,490715,391054,2009,11003423,8345795,285365,413621,1076873
Norfolk State,583837,465230,2008,9095678,7292413,410761,343437,0
Norfolk State,376303,507722,2007,8354657,7133848,155419,181365,0
Norfolk State,384807,401367,2006,7858290,5897446,144873,238752,791045
Norfolk State,245933,326851,2005,7327138,6302580,145341,262801,43632
Louisiana-Monroe,2738466,661979,2014,12128517,311759,1853993,2091738,4470582
Louisiana-Monroe,2979342,785715,2013,11231311,313005,1801838,1562094,3789317
