school,other,ticket_sales,year,total_revenues,student_fees,contributions,rights_and_licensing,school_funds
South Carolina Upstate,302915,11053,2008,5463184,3780442,277376,162896,928502
South Carolina Upstate,14776,10513,2007,4130729,2890074,282979,97205,835182
South Carolina Upstate,20220,8081,2006,3567483,1136753,178036,155229,2069164
South Carolina Upstate,59200,14176,2005,2823197,1043597,103874,154018,1448332
Alcorn State,613650,200151,2014,6340123,1233571,0,196622,4096129
Alcorn State,1261500,101460,2013,8926041,1918033,0,61683,5583365
Alcorn State,1446832,91199,2012,6361834,1918033,0,223039,2682731
Alcorn State,1097601,284661,2011,5995743,1666887,30000,422831,2493763
Alcorn State,1077391,210858,2010,5684217,1387356,30000,588884,2389728
Alcorn State,933434,424052,2009,4942683,1327010,25000,443597,1789590
Alcorn State,385115,134314,2008,3166947,1309642,0,37876,1300000
Alcorn State,211499,622078,2007,4521543,1228110,25000,382251,2052605
Alcorn State,175745,266715,2006,4552937,1071595,40448,182972,2815462
North Carolina Asheville,351943,130813,2014,6340084,2401677,566499,667121,2222031
North Carolina Asheville,399433,141533,2013,5774228,1883893,505228,359125,2485016
North Carolina Asheville,348232,282260,2012,5444325,1803510,401744,400232,2208347
North Carolina Asheville,469521,83895,2011,4643565,1871814,220384,380552,1617399
North Carolina Asheville,476794,55085,2010,3914755,1936399,201836,349634,895007
North Carolina Asheville,326191,71913,2009,3554256,1738191,196071,359822,862068
North Carolina Asheville,311106,87982,2008,3694379,1639493,407243,366160,882395
North Carolina Asheville,397546,52202,2007,3531344,1602990,335033,329232,814341
North Carolina Asheville,343421,25229,2006,3408947,1555773,502227,171690,810607
North Carolina Asheville,376359,26238,2005,2862775,1303488,261419,202414,692857
Savannah State,1405956,170506,2014,6033864,2854622,87408,327534,1187838
Savannah State,1563988,57264,2013,7505272,2627609,78128,130942,3047341
Savannah State,1024082,156985,2012,6942324,2615261,78128,153405,2914463
Savannah State,911192,29308,2011,6673458,2315562,300453,210943,2906000
Savannah State,515119,556389,2010,4045033,1574368,36000,169903,1193254
Savannah State,446830,54208,2009,3360457,1408499,16000,161666,1273254
Savannah State,419534,45890,2008,2446442,1239152,76100,155564,510202
Savannah State,670253,53786,2007,2647072,1289407,92000,128283,413343
Savannah State,541749,56787,2006,2411294,1241803,0,184043,386912
Maryland-Eastern Shore,593000,11448,2014,5554601,2215660,0,241640,2492853
Maryland-Eastern Shore,350000,29295,2013,5332206,1943635,1600,244936,2762740
Maryland-Eastern Shore,342650,32600,2012,5706043,1837404,47326,348270,3097793
Maryland-Eastern Shore,376000,34715,2011,4889052,1770535,63372,257565,2386865
Maryland-Eastern Shore,326800,22727,2010,4543474,1791120,40000,262556,2100271
Maryland-Eastern Shore,244000,22810,2009,4413532,1713878,33550,311018,2088276
Maryland-Eastern Shore,298665,22384,2008,4174875,1553624,30352,246856,2022994
Maryland-Eastern Shore,177130,25635,2007,3781025,1509568,19931,113895,1934866
Maryland-Eastern Shore,172500,21357,2006,3482379,1270320,0,102003,1916199
Maryland-Eastern Shore,151261,29705,2005,2915961,996583,0,154041,1584371
Grambling State,1334674,744976,2014,5389368,0,0,389121,2920597
Grambling State,1136959,925257,2013,6276068,0,2500,577583,3633769
Grambling State,626639,1525892,2012,5068048,0,87500,858346,1969671
Grambling State,789815,1570374,2011,6212914,0,0,961762,2890963
Grambling State,820616,977891,2010,5464614,0,0,508060,3158047
Grambling State,647156,1247706,2009,6198143,0,0,303316,3999965
Grambling State,886655,1440647,2008,6599896,0,518170,533923,3220501
Grambling State,843125,1050741,2007,5814453,0,761443,297309,2861835
Grambling State,823774,1197472,2006,5371599,0,7797,692054,2650502
Grambling State,429205,1592128,2005,5550960,0,17009,435193,3077425
New Orleans,496935,144447,2014,5224996,1612539,2562114,296227,112734
New Orleans,657117,26505,2013,4266761,1773741,414785,210217,1184396
New Orleans,327700,8159,2012,3100602,1903443,168590,407518,285192
New Orleans,174488,73939,2010,3958961,2062740,450295,571472,626027
New Orleans,316468,90140,2008,3773941,1950841,267140,700136,449216
New Orleans,175357,94170,2007,3822536,2096303,119553,792253,544900
New Orleans,266507,67512,2006,3132072,1657546,110953,388790,640764
New Orleans,514385,139218,2005,5335831,3041837,120258,660555,859578
Mississippi Valley State,1086153,181383,2014,3952319,769574,200261,312294,1402654
Mississippi Valley State,892316,96242,2013,4368954,817109,127312,431642,2004333
Mississippi Valley State,1200942,178075,2012,4643265,831026,143747,416117,1873358
Mississippi Valley State,1131108,50386,2011,4182130,889819,126237,451247,1533333
Mississippi Valley State,1084343,131510,2010,4305070,953651,157610,284759,1693197
Mississippi Valley State,724537,130289,2009,3684306,995906,316251,217323,1300000
Mississippi Valley State,654605,235841,2008,3664800,955988,329879,188487,1300000
Mississippi Valley State,518053,167286,2007,3667630,989205,518951,174135,1300000
Mississippi Valley State,297880,191764,2006,2985705,926100,64704,289400,1215857
Mississippi Valley State,97157,146501,2005,2742923,1004640,20504,225996,1248125
Coppin State,697000,17460,2014,3304284,2144258,75077,46877,323612
Coppin State,699000,42225,2013,3445532,2254789,0,95043,354475
Coppin State,550350,40522,2012,3332260,2344326,0,91787,305275
Coppin State,547907,37220,2011,3484823,2386268,0,111812,401616
Coppin State,519000,33352,2010,3053167,2304255,0,196560,0
Coppin State,711144,13432,2009,3075723,1908643,0,442504,0
Coppin State,567260,10291,2008,2526665,1825098,0,124016,0
Coppin State,601625,17100,2007,2040081,1244275,0,177081,0
Coppin State,460867,15722,2006,3283791,1279978,0,255676,1271548
Coppin State,433500,16225,2005,2974708,1223857,0,133287,1167839
