school,scholarships,other,year,total_expenses,building_and_grounds,coaching_staff
North Carolina A&T,2039723,3056586,2006,7556069,33000,2426760
North Carolina A&T,1915319,2809786,2005,6894852,15358,2154389
Utah Valley,1870433,4626890,2014,10519096,66807,3954966
Utah Valley,2065412,3929567,2013,9714656,100909,3618768
Utah Valley,1979119,4123886,2012,9590298,66825,3420468
Utah Valley,1774048,3964595,2011,9238354,272559,3227152
Utah Valley,1546178,2878833,2010,7455353,18340,3012002
Utah Valley,1396809,2785526,2009,7175023,72200,2920488
Utah Valley,1342359,3135319,2008,7222686,8300,2736708
Utah Valley,1197053,1961086,2007,5438752,0,2280613
Utah Valley,1016373,1640005,2006,4712751,972,2055401
Utah Valley,831090,1457239,2005,3964384,7041,1669014
Southeast Missouri State,3302773,3815703,2014,11097780,16282,3963022
Southeast Missouri State,3010818,3204743,2013,9953030,18959,3718510
Southeast Missouri State,2948376,3006416,2012,9450169,22397,3472980
Southeast Missouri State,2879947,2692347,2011,9211651,24918,3614439
Southeast Missouri State,2679438,2628207,2010,8776457,18178,3450634
Southeast Missouri State,2481454,2502894,2009,8354223,49538,3320337
Southeast Missouri State,2545650,2620107,2008,8380336,24922,3189657
Southeast Missouri State,2421772,2615263,2007,8106644,25078,3044531
Southeast Missouri State,2331529,2224371,2006,7325604,19856,2749848
Southeast Missouri State,2178682,2264190,2005,7084833,24493,2617468
McNeese State,3003509,4276841,2014,10911542,1028502,2602690
McNeese State,2716956,4045203,2013,10307780,975765,2569856
McNeese State,2293260,3885504,2012,10139996,1415191,2546041
McNeese State,2003917,3979123,2011,9545568,1098941,2463587
McNeese State,1814763,2896408,2010,7890850,896521,2283158
McNeese State,1891144,2785726,2009,7784725,770655,2337200
McNeese State,1484663,2707014,2008,7362720,1046633,2124410
McNeese State,1420921,2486483,2007,6179186,521633,1750149
McNeese State,1347933,1780585,2006,5164414,476043,1559853
McNeese State,1337255,1564062,2005,4677533,251470,1524746
Morehead State,3320955,4046895,2014,10833587,0,3465737
Morehead State,3052438,3789131,2013,10192319,0,3350750
Morehead State,2859276,4147274,2012,10376374,0,3369824
Morehead State,2529348,3615798,2011,9318304,0,3173158
Morehead State,2287745,3284863,2010,8613511,0,3040903
Morehead State,2315287,3548783,2009,8715580,0,2851510
Morehead State,2085661,2989978,2008,7885882,2929,2807314
Morehead State,1738281,2529024,2007,6681002,460,2413237
Morehead State,2013800,2117503,2006,6291257,789,2159165
Morehead State,1445121,922010,2005,4391856,0,2024725
Prairie View A&M,2929021,4616598,2014,10541202,166018,2829565
Prairie View A&M,2796368,4981767,2013,10548492,198377,2571980
Prairie View A&M,2292482,4385014,2012,9395570,282080,2435994
Prairie View A&M,2437908,4320747,2011,9409744,290559,2360530
Prairie View A&M,2345728,3536250,2010,8560818,267020,2411820
Prairie View A&M,1825484,3117857,2009,7433749,309079,2181329
Prairie View A&M,1521512,2655840,2008,5995291,85834,1732105
Prairie View A&M,1111634,2040688,2007,5366807,388588,1825897
Prairie View A&M,986177,1189306,2006,3815306,111613,1528210
Prairie View A&M,799956,1000049,2005,3415877,96503,1519369
Wright State,2698358,3320023,2014,11236512,978595,4239536
Wright State,2617499,2861700,2013,10852077,1387285,3985593
Wright State,2642034,2808494,2012,10226716,913737,3862451
Wright State,2616708,2728548,2011,9914670,907699,3661715
Wright State,2798192,2410111,2010,9860186,857995,3793888
Wright State,2682432,2894561,2009,10279886,848072,3854821
Wright State,2691987,3133852,2008,10393436,812447,3755150
Wright State,2548554,2761566,2007,9402842,664451,3428271
Wright State,2310384,3003911,2006,8760852,576728,2869829
Wright State,2157054,2486590,2005,7889692,501942,2744106
North Carolina Central,3926215,2423159,2014,10703763,357058,3997331
North Carolina Central,2877047,2119920,2013,9147577,310050,3840560
North Carolina Central,2761447,2056942,2012,8907321,265515,3823417
North Carolina Central,2430493,2481797,2011,8727854,366373,3449191
North Carolina Central,1911974,2137232,2010,7084067,333303,2701558
North Carolina Central,1715875,2427787,2009,6635320,176390,2315268
North Carolina Central,1348457,2131436,2008,5332851,126857,1726101
North Carolina Central,1257560,1953495,2007,4670659,126390,1333214
North Carolina Central,713251,1671888,2006,3506146,7047,1113960
North Carolina Central,485979,922042,2005,2689947,9474,1272452
Southern Utah,2722266,4753523,2014,10589364,0,3113575
Southern Utah,2879673,4628488,2013,10639948,0,3131787
Southern Utah,2663341,4378928,2012,10197450,0,3155181
Southern Utah,2445771,4334768,2011,9564085,0,2783546
Southern Utah,2300736,3856334,2010,8643924,0,2486854
Southern Utah,2001503,3517992,2009,7877172,0,2357677
Southern Utah,1809671,3480746,2008,7404490,0,2114073
Southern Utah,1645544,2713448,2007,6275025,0,1916033
Southern Utah,1132251,1972636,2006,4835353,0,1730466
Southern Utah,1121180,1973802,2005,4756587,0,1661605
Texas A&M-Corpus Christi,2349516,4143756,2014,10272816,559066,3220478
Texas A&M-Corpus Christi,2127364,4057541,2013,9819838,462868,3172065
Texas A&M-Corpus Christi,2223845,3497066,2012,8995616,302471,2972234
Texas A&M-Corpus Christi,2033495,3626837,2011,8792690,304791,2827567
Texas A&M-Corpus Christi,1794291,3211825,2010,7784681,292675,2485890
Texas A&M-Corpus Christi,1687425,2971370,2009,7095390,163126,2273469
Texas A&M-Corpus Christi,1646518,3199877,2008,6853043,1675,2004973
Texas A&M-Corpus Christi,1467401,2945197,2007,6161962,0,1749364
Texas A&M-Corpus Christi,1315646,2370416,2006,5276286,0,1590224
Texas A&M-Corpus Christi,1269537,2201063,2005,4920384,4811,1444973
North Florida,2565939,3333521,2014,10236045,278466,4058119
North Florida,2395658,3077114,2013,9285469,188512,3624185
North Florida,2158656,3247428,2012,9046624,182698,3457842
North Florida,1751426,2855948,2011,8585185,392540,3585271
North Florida,1865229,2901737,2010,8201969,371387,3063616
North Florida,1484439,2828699,2009,7207994,342257,2552590
North Florida,1402443,2721946,2008,6824219,202862,2496968
North Florida,1236709,2486597,2006,6076514,245538,2107670
North Florida,1119848,1690085,2005,4595757,104936,1680888
Southern,1999500,2918700,2014,9237128,652522,3666406
Southern,1713758,2581816,2013,7687619,110059,3281986
Southern,1528620,2159536,2012,6550323,154087,2708080
Southern,1537673,2738031,2011,7122516,0,2846812
Southern,1431345,2589688,2010,5990447,0,1969414
Southern,1354640,365,2009,3589248,0,2234243
Southern,1290477,2898,2008,3488943,0,2195568
Southern,1273995,2455919,2007,6317910,0,2587996
Southern,1312587,1935736,2006,6184080,0,2935757
Southern,1335468,2393838,2005,5287506,0,1558200
Texas-Pan American,2297448,4427266,2014,9859201,295285,2839202
Texas-Pan American,2174775,3725420,2013,8638656,236510,2501951
Texas-Pan American,1960282,3015627,2012,7273539,182129,2115501
Texas-Pan American,1898568,2804512,2011,6867952,191547,1973325
Texas-Pan American,1670439,2425885,2010,5979509,52032,1831153
Texas-Pan American,1480334,2397131,2009,5537049,25510,1634074
Texas-Pan American,1489416,2448516,2008,5588043,35545,1614566
Texas-Pan American,1383553,2336985,2007,5335823,21635,1593650
Texas-Pan American,1253999,2384261,2006,5294885,32258,1624367
Texas-Pan American,1233854,2125074,2005,4862105,36330,1466847
South Carolina State,3780189,2091357,2014,9816895,218757,3726592
South Carolina State,3927228,2123800,2013,10136350,238491,3846831
South Carolina State,4101472,2066045,2012,10256778,290858,3798403
South Carolina State,3893592,2006182,2011,9899545,245019,3754752
South Carolina State,4305077,2058988,2010,10178416,249036,3565315
South Carolina State,3190645,2431030,2009,10432737,235604,4575458
South Carolina State,2816603,2899426,2008,9515636,159327,3640280
South Carolina State,2931682,3185578,2007,7438162,0,1320902
South Carolina State,2736488,3580376,2006,9071464,38403,2716197
South Carolina State,0,1487217,2005,3236028,0,1748811
Texas Southern,3019978,2381023,2014,9780351,13269,4366081
Texas Southern,3315592,2515460,2013,10188987,13593,4344342
Texas Southern,3526936,2995984,2012,10659376,13000,4123456
Texas Southern,3356626,3079278,2011,10108775,0,3672871
Texas Southern,3057244,3223516,2010,9712043,77000,3354283
Texas Southern,2359012,1792589,2009,6919058,204197,2563260
Texas Southern,1801824,1726351,2008,5497531,139002,1830354
Texas Southern,2149280,1472957,2007,5520646,159578,1738831
Texas Southern,1946300,2050231,2006,5974726,133000,1845195
Texas Southern,1674086,1425700,2005,4792635,148388,1544461
Longwood,2378412,2265541,2014,9650604,1255854,3750797
Longwood,2388898,2365346,2013,9326777,1231529,3341004
Longwood,2298225,2375446,2012,7944441,116090,3154680
Longwood,2207319,1904172,2011,7329711,128498,3089722
Longwood,1921062,1877888,2010,6779786,24311,2956525
Longwood,1818869,1861859,2009,6937574,625728,2631118
Longwood,1674586,1827456,2008,6669861,550732,2617087
Longwood,1516310,1328369,2007,5659229,499107,2315443
Longwood,1274793,1362422,2006,5029505,372976,2019314
Longwood,969650,1150048,2005,3976839,82840,1774301
Tennessee-Martin,4107098,2090703,2014,9709378,69160,3442417
Tennessee-Martin,3870501,2044718,2013,9087815,50818,3121778
Tennessee-Martin,3724901,3295210,2012,10227014,253890,2953013
Tennessee-Martin,3395626,3208726,2011,9523712,199723,2719637
Tennessee-Martin,2809540,3193266,2010,8808664,179949,2625909
Tennessee-Martin,2835870,3585338,2009,8995348,71680,2502460
Tennessee-Martin,2684141,2534039,2008,7613798,15586,2380032
Tennessee-Martin,2533861,2008069,2007,6668956,51418,2075608
Tennessee-Martin,2283034,1417741,2006,5516192,7549,1807868
Tennessee-Martin,1967181,1865705,2005,5517791,9255,1675650
Arkansas-Little Rock,1999267,2579021,2014,9151451,1007927,3565236
Arkansas-Little Rock,1982053,2668250,2013,9015885,929873,3435709
Arkansas-Little Rock,1896310,2847676,2012,9356355,1087543,3524826
Arkansas-Little Rock,1860231,3455824,2011,8880331,558129,3006147
Arkansas-Little Rock,2287012,3515586,2010,9388843,694597,2891648
Arkansas-Little Rock,2132968,3411238,2009,8841001,541700,2755095
Arkansas-Little Rock,2087451,3214835,2008,8450899,423498,2725115
Arkansas-Little Rock,1880560,2965463,2007,7929219,537566,2545630
Arkansas-Little Rock,1668923,2618208,2006,9945707,3195141,2463435
Arkansas-Little Rock,1620688,1806896,2005,23601518,17965468,2208466
Alabama A&M,3252049,1749941,2014,7240911,0,2238921
Alabama A&M,2588208,2083806,2013,7349658,151039,2526605
Alabama A&M,3009627,1724639,2012,6604394,17597,1852531
Alabama A&M,3058352,1463015,2011,6980583,54136,2405080
Alabama A&M,2611714,1570394,2010,6560208,21440,2356660
Alabama A&M,2288358,2141960,2009,6641301,90199,2120784
Alabama A&M,1724677,2522819,2008,6368280,0,2120784
Alabama A&M,1916333,1207068,2007,5355699,0,2232298
Alabama A&M,2064827,3625959,2006,7811439,56014,2064639
Alabama A&M,1845307,1029621,2005,4370215,66000,1429287
Morgan State,3660514,3215444,2014,10187400,59986,3251456
Morgan State,3552741,3185573,2013,9986863,125551,3122998
Morgan State,3374495,3287564,2012,9877250,143028,3072163
Morgan State,3217626,3110365,2011,9425272,44591,3052690
Morgan State,3232056,2719909,2010,8999289,32777,3014547
Morgan State,3415090,2636650,2009,8988601,0,2936861
Morgan State,2797439,1960753,2008,7318568,0,2560376
Morgan State,2789237,1846686,2007,7166040,0,2530117
Morgan State,2569844,1745270,2006,6639254,0,2324140
Morgan State,2608205,1910638,2005,6546435,0,2027592
Wisconsin-Green Bay,2514877,3683587,2014,8853983,223051,2432468
Wisconsin-Green Bay,2482542,3069583,2013,8075346,40974,2482246
Wisconsin-Green Bay,2347576,2988781,2012,7847963,50648,2460959
Wisconsin-Green Bay,2284026,2668926,2011,7432531,25695,2453884
Wisconsin-Green Bay,2198863,2525350,2010,6969457,46046,2199198
Wisconsin-Green Bay,1983689,2382293,2009,6618005,31442,2220581
Wisconsin-Green Bay,1871976,1993946,2008,6088228,33440,2188866
Wisconsin-Green Bay,1761343,1900243,2007,5796695,21038,2114071
Wisconsin-Green Bay,1755790,1787868,2005,5404990,11449,1849883
Southern Illinois Edwardsville,2403551,2775461,2014,8237305,178965,2879328
Southern Illinois Edwardsville,2189427,2568973,2013,7718661,173748,2786513
Southern Illinois Edwardsville,2053042,3455151,2012,8318406,196273,2613940
Southern Illinois Edwardsville,1934396,2436595,2011,7331821,533423,2427407
Southern Illinois Edwardsville,1730068,2178715,2010,6050559,84882,2056894
Southern Illinois Edwardsville,1481782,1680855,2009,5041146,77933,1800576
Southern Illinois Edwardsville,1322259,1388360,2008,4172395,26664,1435111
Southern Illinois Edwardsville,1072675,1244385,2007,3344361,22477,1004824
Southern Illinois Edwardsville,945920,1215392,2006,3130983,35351,934320
Southern Illinois Edwardsville,908042,1322986,2005,3203428,67635,904765
Indiana-Purdue Indianapolis,2544465,2984712,2014,8350718,223760,2597781
Indiana-Purdue Indianapolis,2335203,2611910,2013,7277608,161658,2168837
Indiana-Purdue Indianapolis,2102205,2759961,2012,7019556,151471,2005919
Indiana-Purdue Indianapolis,2072669,2255359,2011,6472226,94484,2049714
Indiana-Purdue Indianapolis,1760876,2078330,2010,5927861,95183,1993472
Indiana-Purdue Indianapolis,1552818,2023451,2009,5530418,65706,1888443
Indiana-Purdue Indianapolis,1423904,1890896,2008,5059998,65699,1679499
Indiana-Purdue Indianapolis,1345989,1507917,2007,4376012,82840,1439266
Indiana-Purdue Indianapolis,1286238,1294745,2006,3978046,58311,1338752
Nicholls State,2608592,2748077,2014,8102040,173033,2572338
Nicholls State,2267052,2285771,2013,6955658,175926,2226909
Nicholls State,2191830,2268969,2012,7323983,595083,2268101
Nicholls State,1919278,2215524,2011,6445766,249856,2061108
Nicholls State,1798550,2190503,2010,6248973,292788,1967132
Nicholls State,1735205,1771812,2009,6486997,583533,2396447
Nicholls State,1371381,2050438,2008,5983426,491246,2070361
Nicholls State,1132928,1819925,2007,4877083,0,1924230
Nicholls State,1030226,1173801,2006,4072966,143510,1725429
Nicholls State,988851,996396,2005,3636873,0,1651626
Arkansas-Pine Bluff,1780404,2291854,2014,7816300,1278176,2465866
Arkansas-Pine Bluff,1782146,2526733,2013,7318876,636510,2373487
Arkansas-Pine Bluff,1701757,2677650,2012,7318670,666373,2272890
Arkansas-Pine Bluff,1653481,2284183,2011,7032570,897599,2197307
Arkansas-Pine Bluff,1714275,2603369,2010,9332570,2976953,2037973
Arkansas-Pine Bluff,1512024,2561632,2009,6695811,736818,1885337
Arkansas-Pine Bluff,1349255,1980855,2008,5483039,574802,1578127
Arkansas-Pine Bluff,1273114,1999421,2007,5332802,608701,1451566
Arkansas-Pine Bluff,1221219,1660733,2006,4791983,556004,1354027
Arkansas-Pine Bluff,1286756,1113646,2005,4308915,577975,1330538
Indiana-Purdue Fort Wayne,2332570,3175080,2014,7629868,51595,2070623
Indiana-Purdue Fort Wayne,2327678,3009756,2013,7546796,105413,2103949
Indiana-Purdue Fort Wayne,2131392,2972522,2012,7088525,98555,1886056
Indiana-Purdue Fort Wayne,2082934,2807689,2011,6786352,118630,1777099
Indiana-Purdue Fort Wayne,1870229,2484396,2010,6417017,108511,1953881
Indiana-Purdue Fort Wayne,1738077,2457000,2009,6085456,90061,1800318
Indiana-Purdue Fort Wayne,1635930,2368711,2008,5759596,126158,1628797
Indiana-Purdue Fort Wayne,1500024,2136981,2007,4987256,73628,1276623
Indiana-Purdue Fort Wayne,1340306,1828269,2006,4450180,68200,1213405
Indiana-Purdue Fort Wayne,1140613,1645342,2005,4124249,59338,1278956
Jackson State,1972375,1865469,2014,7217246,66230,3313172
Jackson State,1926134,1264839,2013,6411728,7587,3213168
Jackson State,2789994,793623,2012,5882042,22495,2275930
Jackson State,1960165,2035966,2011,6909322,10435,2902756
Jackson State,1847739,1059418,2010,5674631,12000,2755474
Jackson State,1597279,1486464,2009,5859217,20000,2755474
Jackson State,1811309,1438404,2008,6155200,0,2905487
Jackson State,1643928,2085252,2007,6183042,58514,2395348
Jackson State,1601433,1396304,2006,5263899,53272,2212890
Jackson State,2180920,1180751,2005,4632399,34808,1235920
South Carolina Upstate,2765022,2002971,2014,7143471,0,2375478
South Carolina Upstate,2755860,2122786,2013,7325865,0,2447219
South Carolina Upstate,2757503,1978338,2012,7010024,0,2274183
South Carolina Upstate,2592828,1784653,2011,6488621,0,2111140
South Carolina Upstate,2549284,1981739,2010,6610677,0,2079654
South Carolina Upstate,2341095,2248953,2009,6610093,121584,1898461
South Carolina Upstate,1629444,2004371,2008,5423413,0,1789598
South Carolina Upstate,1220013,1546622,2007,4214497,27735,1420127
South Carolina Upstate,1462839,1154469,2006,3607374,24761,965305
South Carolina Upstate,644402,544731,2005,2076030,16997,869900
Alcorn State,3273339,1796864,2014,6601425,0,1531222
Alcorn State,3368452,808989,2013,6042709,18975,1846293
Alcorn State,2630116,2162670,2012,6327227,0,1534441
Alcorn State,2079213,1627585,2011,5576931,0,1870133
Alcorn State,2157041,1563961,2010,5520118,0,1799116
Alcorn State,2021613,1504572,2009,4942041,0,1415856
Alcorn State,2285650,0,2008,2563955,0,278305
Alcorn State,1592380,1795665,2007,4077980,0,689935
Alcorn State,1842639,1715240,2006,4109366,0,551487
North Carolina Asheville,1611401,2496603,2014,6324972,124682,2092286
North Carolina Asheville,1632649,2451089,2013,5894394,2101,1808555
North Carolina Asheville,1580113,2297874,2012,5535771,95095,1562689
North Carolina Asheville,1554844,1929508,2011,4792752,29366,1279034
North Carolina Asheville,1100056,1570720,2010,3688291,3578,1013937
North Carolina Asheville,951792,1620870,2009,3646293,10019,1063612
North Carolina Asheville,964668,1702224,2008,3683127,1498,1014737
North Carolina Asheville,871778,1632537,2007,3462305,3355,954635
North Carolina Asheville,865862,1513031,2006,3358348,44895,934560
North Carolina Asheville,831708,1100177,2005,3111482,423877,755720
Savannah State,1728826,2820698,2014,6345251,53037,1742690
Savannah State,1844900,3051966,2013,6592913,6000,1690047
Savannah State,1612393,2717098,2012,6049901,105000,1615410
Savannah State,2136198,2716989,2011,6412911,4634,1555090
Savannah State,1601848,696090,2010,3174606,115459,761209
Savannah State,1601848,1078688,2009,3522948,112964,729448
Savannah State,788790,1178722,2008,2672587,0,705075
Savannah State,576772,1216541,2007,2557671,0,764358
Savannah State,485201,1096509,2006,2398400,0,816690
Maryland-Eastern Shore,1692973,2570005,2014,5554601,18500,1273123
Maryland-Eastern Shore,1731526,1695343,2013,5332206,10200,1895137
Maryland-Eastern Shore,1543745,2771209,2012,5706043,8000,1383089
Maryland-Eastern Shore,1611512,1654379,2011,4889052,0,1623161
Maryland-Eastern Shore,1412342,1518995,2010,4518919,82249,1505333
Maryland-Eastern Shore,1342222,1545666,2009,4413532,53340,1472304
Maryland-Eastern Shore,1200712,1453975,2008,4174893,61748,1458458
Maryland-Eastern Shore,1209269,1182038,2007,3781025,21245,1368473
Maryland-Eastern Shore,1134756,962011,2006,3482391,0,1385624
Maryland-Eastern Shore,916673,780355,2005,2915961,0,1218933
Grambling State,1759247,2349628,2014,7251811,83607,3059329
Grambling State,1669745,3102094,2013,7846537,0,3074698
Grambling State,1570491,1982743,2012,6955233,30374,3371625
Grambling State,1604763,1603457,2011,6212914,74536,2930158
Grambling State,1555976,1538926,2010,5464614,0,2369712
Grambling State,1646374,1766884,2009,6409143,15180,2980705
Grambling State,1597176,2269760,2008,6436896,0,2569960
Grambling State,1487535,1965040,2007,5944670,0,2492095
Grambling State,1299386,1966384,2006,5640175,0,2374405
Grambling State,1182770,2360153,2005,5250749,0,1707826
New Orleans,1491471,1895085,2014,5365672,58525,1920591
New Orleans,952667,1571026,2013,4266760,78557,1664510
New Orleans,550999,1040156,2012,2955212,103631,1260426
New Orleans,582063,1937862,2010,3986894,0,1466969
New Orleans,1162396,2155176,2008,5241750,62452,1861726
New Orleans,1270280,1860176,2007,4979943,66759,1782728
New Orleans,1264856,1515676,2006,4556606,47505,1728569
New Orleans,1642273,1622017,2005,5129128,46301,1818537
Mississippi Valley State,1191355,1163891,2014,3952319,17299,1579774
Mississippi Valley State,1639783,1289955,2013,4368954,16495,1422721
Mississippi Valley State,1749000,1500935,2012,4643265,10318,1383012
Mississippi Valley State,1444825,1391229,2011,4182130,10787,1335289
Mississippi Valley State,1690844,1279104,2010,4305070,6700,1328422
Mississippi Valley State,1196366,1127040,2009,3684306,6700,1354200
Mississippi Valley State,938887,1336918,2008,3664800,6700,1382295
Mississippi Valley State,1150467,1198234,2007,3667630,6700,1312229
Mississippi Valley State,946226,819744,2006,2985705,6700,1213035
Mississippi Valley State,868753,809896,2005,2478986,6700,793637
Coppin State,1438106,784181,2014,3953265,0,1730978
Coppin State,1359640,635385,2013,3678094,18117,1664952
Coppin State,1230506,687846,2012,3503649,4262,1581035
Coppin State,1416668,791665,2011,4088874,233755,1646786
Coppin State,1230789,627425,2010,3679016,0,1820802
Coppin State,1254147,940969,2009,3971030,15444,1760470
Coppin State,1122290,1100139,2008,3433309,6000,1204880
Coppin State,1117700,944941,2007,3455584,154763,1238180
Coppin State,1083992,721877,2006,3283791,26483,1451439
Coppin State,936478,800389,2005,2974708,22642,1215199
